uid,entity
3019019,奇瑞
2180070,众业
2180070,众业
3000261,吉林
3000261,吉林
2905696,世卫
2905696,世卫
2169885,精艺
2169885,精艺
2336465,新民
2336465,新民
2222756,今日
2222756,今日
3032378,中发
3032378,中发
2327322,万科
2327322,万科
2606054,华映
2606054,华映
2317287,海翔
2317287,海翔
2858885,网城
2858885,网城
2434544,太工
2434544,太工
2526101,中信
2526101,中信
2350148,天目
2350148,天目
3031285,桂发
3031285,桂发
2498119,辉隆
2498119,辉隆
2547496,博盛
2547496,博盛
2963178,江苏
2963178,江苏
2310393,控股
2310393,控股
2498013,电联
2498013,电联
2823999,神户
2823999,神户
2480306,申科
2480306,申科
2796928,大亚
2796928,大亚
2867985,东源
2867985,东源
2418262,华闻
2418262,华闻
2041207,奥特
2041207,奥特
2228486,社保
2228486,社保
2449267,神话
2449267,神话
2491889,金科
2491889,金科
2512772,陕天
2512772,陕天
2781194,焦作
2781194,焦作
2220031,鲁银
2220031,鲁银
2596939,佛塑
2596939,佛塑
2460190,永安
2460190,永安
2972185,焦作
2972185,焦作
2706158,利德
2706158,利德
2786762,中房
2786762,中房
2317286,雨神
2317286,雨神
2373625,东源
2373625,东源
2397415,早间
2397415,早间
2683996,小摩
2683996,小摩
2544698,ST
2544698,ST
2463683,高新
2463683,高新
2276459,关铝
2276459,关铝
2309996,股份
2309996,股份
2568505,海翔
2568505,海翔
2393177,网友
2393177,网友
2566212,广弘
2566212,广弘
2945535,延华
2945535,延华
2771599,沧州
2771599,沧州
2405166,22
2405166,22
2557074,锦富
2557074,锦富
3023071,九华
3023071,九华
2449633,德力
2449633,德力
2634118,智联
2634118,智联
2717135,豪迈
2717135,豪迈
2848129,杭州
2848129,杭州
2690067,振华
2690067,振华
2599734,莫高
2599734,莫高
2082669,ST
2082669,ST
2515979,东北
2515979,东北
2974954,精诚
2974954,精诚
2665051,松下
2665051,松下
2181062,山东
2181062,山东
2221007,金利
2221007,金利
2769643,三一
2769643,三一
2815582,泛微
2815582,泛微
2338693,恒邦
2338693,恒邦
2231821,品聚
2231821,品聚
2087860,国兴
2087860,国兴
2600580,万科
2600580,万科
2745076,科力
2745076,科力
2677267,深航
2677267,深航
2509109,阳光
2509109,阳光
2332486,天语
2332486,天语
2705994,亿利
2705994,亿利
2690424,亿城
2690424,亿城
2359829,银润
2359829,银润
2752319,独一
2752319,独一
2058612,华讯
2058612,华讯
2161767,山煤
2161767,山煤
2801898,ST
2801898,ST
2966232,苹果
2966232,苹果
3026701,中水
3026701,中水
2204834,群兴
2204834,群兴
2857619,新筑
2857619,新筑
2114826,日科
2114826,日科
2963341,*S
2963341,*S
2633816,必和
2633816,必和
2971865,多伦
2971865,多伦
2216996,园城
2216996,园城
2379790,海金
2379790,海金
2440082,唐人
2440082,唐人
2743313,华帝
2743313,华帝
2241686,国资
2241686,国资
2712032,[短
2712032,[短
2698534,中飞
2698534,中飞
2554878,东百
2554878,东百
2684095,奔驰
2684095,奔驰
2698113,百度
2698113,百度
2094733,金利
2094733,金利
2487896,中科
2487896,中科
2360397,神奇
2360397,神奇
2420237,星美
2420237,星美
2657783,通用
2657783,通用
2884898,亳州
2884898,亳州
2790219,东方
2790219,东方
2915824,上汽
2915824,上汽
2354554,中科
2354554,中科
2066779,业绩
2066779,业绩
2060785,宁波
2060785,宁波
2532350,苏泊
2532350,苏泊
2594342,乐视
2594342,乐视
3031604,中弘
3031604,中弘
2726196,上海
2726196,上海
2569264,世纪
2569264,世纪
2866089,比亚
2866089,比亚
2607946,日出
2607946,日出
2158026,雷士
2158026,雷士
2851568,中路
2851568,中路
2651180,通葡
2651180,通葡
2818748,中海
2818748,中海
2151263,爱尔
2151263,爱尔
2213553,招商
2213553,招商
2179361,鸿达
2179361,鸿达
2968252,*S
2968252,*S
2557726,4营
2557726,4营
2918444,威华
2918444,威华
2946239,物产
2946239,物产
2248142,中泰
2248142,中泰
2782768,麦当
2782768,麦当
2885418,高能
2885418,高能
2313817,世纪
2313817,世纪
2962864,金亚
2962864,金亚
2168151,盈利
2168151,盈利
2415492,小米
2415492,小米
2921486,*S
2921486,*S
2436169,*S
2436169,*S
2928612,*S
2928612,*S
2794026,万里
2794026,万里
2268393,*S
2268393,*S
2691611,屡屡
2691611,屡屡
2529089,*S
2529089,*S
2593600,万科
2593600,万科
2483010,上市
2483010,上市
2215959,万向
2215959,万向
2781307,金刚
2781307,金刚
2872520,武钢
2872520,武钢
2800508,富安
2800508,富安
2744251,一汽
2744251,一汽
2810348,联创
2810348,联创
3027201,廊坊
3027201,廊坊
2585421,蓝丰
2585421,蓝丰
2042862,章源
2042862,章源
2662169,环能
2662169,环能
2748785,苏大
2748785,苏大
2288009,两股
2288009,两股
2372215,万向
2372215,万向
2123657,中视
2123657,中视
2679568,[公
2679568,[公
2688749,曙光
2688749,曙光
2626200,深南
2626200,深南
2228431,莱茵
2228431,莱茵
2729709,奥马
2729709,奥马
2242297,远光
2242297,远光
2570942,陈强
2570942,陈强
2197267,海联
2197267,海联
2138341,华立
2138341,华立
2841038,东方
2841038,东方
2734462,西山
2734462,西山
2156745,云南
2156745,云南
2620738,阳光
2620738,阳光
2248218,*S
2248218,*S
2718355,乐视
2718355,乐视
2060260,欣龙
2060260,欣龙
2881716,绿岛
2881716,绿岛
2198746,新老
2198746,新老
2320140,控股
2320140,控股
2683554,信邦
2683554,信邦
2431955,中宠
2431955,中宠
2580353,金鹰
2580353,金鹰
2993553,宏达
2993553,宏达
2727137,华谊
2727137,华谊
2245243,通达
2245243,通达
2782332,重庆
2782332,重庆
2240431,民生
2240431,民生
3001035,鑫源
3001035,鑫源
2102535,中航
2102535,中航
2927305,中福
2927305,中福
2100066,朗科
2100066,朗科
2722671,*S
2722671,*S
2857275,万科
2857275,万科
2538707,鄂武
2538707,鄂武
2249386,冀东
2249386,冀东
2687284,汇丰
2687284,汇丰
2607643,汉王
2607643,汉王
2401497,高乐
2401497,高乐
2819620,万讯
2819620,万讯
2763592,千金
2763592,千金
2837934,北玻
2837934,北玻
2901623,西安
2901623,西安
2081840,光大
2081840,光大
2517086,建信
2517086,建信
2939266,沃尔
2939266,沃尔
2299489,中交
2299489,中交
2052694,佳兆
2052694,佳兆
2333910,重庆
2333910,重庆
2238828,海联
2238828,海联
2979672,香雪
2979672,香雪
2616762,乐金
2616762,乐金
2711117,民生
2711117,民生
2317896,上海
2317896,上海
2734016,云铝
2734016,云铝
2958091,天广
2958091,天广
2184806,长租
2184806,长租
3002511,美都
3002511,美都
2149161,金证
2149161,金证
2307762,鸿特
2307762,鸿特
2114035,午间
2114035,午间
2673495,廊坊
2673495,廊坊
2441078,安邦
2441078,安邦
2325600,首开
2325600,首开
2454271,ST
2454271,ST
2088143,欣泰
2088143,欣泰
2574588,禾丰
2574588,禾丰
2222905,《叶
2222905,《叶
2343527,*S
2343527,*S
2488512,精典
2488512,精典
2108220,欧亚
2108220,欧亚
2863818,与银
2863818,与银
2786980,苹果
2786980,苹果
2409523,浙报
2409523,浙报
2438457,淮南
2438457,淮南
2108845,上海
2108845,上海
2964760,锌业
2964760,锌业
2943071,关铝
2943071,关铝
2206062,微软
2206062,微软
2168898,龙净
2168898,龙净
2782826,消防
2782826,消防
2806182,国联
2806182,国联
2194696,五洲
2194696,五洲
2537364,群兴
2537364,群兴
2992570,央视
2992570,央视
2828281,小米
2828281,小米
2151321,贵糖
2151321,贵糖
2118688,青岛
2118688,青岛
2162314,康达
2162314,康达
2888950,S*
2888950,S*
2223789,罗顿
2223789,罗顿
2165298,安怀
2165298,安怀
2238164,ST
2238164,ST
2428560,五矿
2428560,五矿
2643419,中证
2643419,中证
2086842,金字
2086842,金字
2360126,稀土
2360126,稀土
2427124,华中
2427124,华中
2269180,纽银
2269180,纽银
3020775,任子
3020775,任子
2768849,益生
2768849,益生
2128368,云内
2128368,云内
2525592,SS
2525592,SS
2079055,兴民
2079055,兴民
2041277,江泉
2041277,江泉
2152588,建科
2152588,建科
2541753,食药
2541753,食药
2078296,央视
2078296,央视
2142716,诺基
2142716,诺基
2129557,大成
2129557,大成
2125950,驰宏
2125950,驰宏
2908422,欣旺
2908422,欣旺
2456938,奥瑞
2456938,奥瑞
2439264,安邦
2439264,安邦
2407967,嘉欣
2407967,嘉欣
2148840,星美
2148840,星美
2239466,乌军
2239466,乌军
2187207,大摩
2187207,大摩
2457444,西北
2457444,西北
2339323,14
2339323,14
2060492,中兴
2060492,中兴
2123036,一心
2123036,一心
2611278,新洋
2611278,新洋
2661420,宝万
2661420,宝万
2928012,光线
2928012,光线
2745373,劲嘉
2745373,劲嘉
2058495,锦州
2058495,锦州
2314351,国美
2314351,国美
2036429,张江
2036429,张江
2168913,*S
2168913,*S
2405653,深振
2405653,深振
2701166,小摩
2701166,小摩
2182039,引入
2182039,引入
2306704,青岛
2306704,青岛
2492025,景峰
2492025,景峰
2612399,新赛
2612399,新赛
2504489,隆华
2504489,隆华
2272439,安妮
2272439,安妮
2323307,硕贝
2323307,硕贝
2052138,三峡
2052138,三峡
2548429,厦门
2548429,厦门
2854418,梦网
2854418,梦网
2223121,ST
2223121,ST
2295360,淡马
2295360,淡马
2066117,联泰
2066117,联泰
2275234,海翔
2275234,海翔
2095531,雅虎
2095531,雅虎
2165742,广誉
2165742,广誉
2716171,中山
2716171,中山
2715012,东湖
2715012,东湖
2202891,羚锐
2202891,羚锐
2116332,红日
2116332,红日
2297290,荣德
2297290,荣德
2597534,韩国
2597534,韩国
2541844,永辉
2541844,永辉
2152293,洽洽
2152293,洽洽
2178210,康泰
2178210,康泰
2718106,曙光
2718106,曙光
2170655,华鸿
2170655,华鸿
2911306,长江
2911306,长江
2056078,九成
2056078,九成
2707065,俄联
2707065,俄联
2856328,世龙
2856328,世龙
2063819,深振
2063819,深振
2622766,招商
2622766,招商
2244350,曹中
2244350,曹中
2937693,*S
2937693,*S
2297449,扬州
2297449,扬州
2233493,湖南
2233493,湖南
2188629,诚盟
2188629,诚盟
2668120,韶能
2668120,韶能
2960134,金盾
2960134,金盾
2997426,中润
2997426,中润
2175763,欧比
2175763,欧比
2170428,量子
2170428,量子
2878688,安信
2878688,安信
2351244,5公
2351244,5公
2256128,沪质
2256128,沪质
2780382,合力
2780382,合力
2499889,羚锐
2499889,羚锐
2062718,银鸽
2062718,银鸽
2164827,[公
2164827,[公
2533455,葵花
2533455,葵花
2262993,金地
2262993,金地
2846623,万家
2846623,万家
2285903,江西
2285903,江西
2342674,浪潮
2342674,浪潮
2325859,广电
2325859,广电
2758397,商业
2758397,商业
2603051,德邦
2603051,德邦
2351040,重庆
2351040,重庆
2400111,海螺
2400111,海螺
2715651,当当
2715651,当当
2101058,正和
2101058,正和
2679262,从退
2679262,从退
2242931,36
2242931,36
2283003,美锦
2283003,美锦
2150284,星河
2150284,星河
2108028,红星
2108028,红星
2236191,正业
2236191,正业
2252327,*S
2252327,*S
2220101,银信
2220101,银信
2671804,中金
2671804,中金
2797669,控股
2797669,控股
2732569,广东
2732569,广东
2826826,东方
2826826,东方
2915205,佳讯
2915205,佳讯
2571852,天玑
2571852,天玑
2211408,刘汉
2211408,刘汉
2514588,华润
2514588,华润
2304109,去哪
2304109,去哪
2384880,百草
2384880,百草
2730720,通用
2730720,通用
2904368,SO
2904368,SO
2933754,厦门
2933754,厦门
2512905,*S
2512905,*S
2587101,大康
2587101,大康
2394459,雅芳
2394459,雅芳
2629680,振东
2629680,振东
2166577,因战
2166577,因战
2223156,华星
2223156,华星
2452362,LG
2452362,LG
2392768,ST
2392768,ST
2798880,津膜
2798880,津膜
2627356,量子
2627356,量子
2677012,众生
2677012,众生
2223176,招商
2223176,招商
2454397,ST
2454397,ST
2227662,国中
2227662,国中
2994797,辽宁
2994797,辽宁
2688149,28
2688149,28
2513578,东南
2513578,东南
2126579,广东
2126579,广东
2720319,湖北
2720319,湖北
2956137,万家
2956137,万家
2692096,关铝
2692096,关铝
2999803,*S
2999803,*S
2374789,上工
2374789,上工
2734749,金通
2734749,金通
2684376,研报
2684376,研报
2723190,凯恩
2723190,凯恩
2273729,ST
2273729,ST
2074383,白宫
2074383,白宫
2391171,持股
2391171,持股
2217561,南风
2217561,南风
2289006,控股
2289006,控股
2245332,光大
2245332,光大
2959039,尔康
2959039,尔康
2354576,华龙
2354576,华龙
2147458,边增
2147458,边增
2353037,东杰
2353037,东杰
2272007,上海
2272007,上海
2979570,民生
2979570,民生
2641135,沃尔
2641135,沃尔
2717442,中科
2717442,中科
2170040,渤海
2170040,渤海
2912733,通用
2912733,通用
2733678,华英
2733678,华英
2379512,鄂武
2379512,鄂武
2643006,*S
2643006,*S
2088728,凯瑞
2088728,凯瑞
2789766,创新
2789766,创新
2178272,洛阳
2178272,洛阳
2080975,“汉
2080975,“汉
2099158,山河
2099158,山河
2159327,因增
2159327,因增
2454681,基金
2454681,基金
2350469,德银
2350469,德银
2316477,新洋
2316477,新洋
2136927,中茵
2136927,中茵
2804513,尚德
2804513,尚德
2181397,慧景
2181397,慧景
2613200,长春
2613200,长春
3001808,长城
3001808,长城
2062505,怡球
2062505,怡球
2773254,法尔
2773254,法尔
2383908,三佳
2383908,三佳
2762196,万科
2762196,万科
2041757,金洲
2041757,金洲
2051315,恒康
2051315,恒康
2423908,华闻
2423908,华闻
2431593,*S
2431593,*S
2762682,新西
2762682,新西
2615991,广东
2615991,广东
2771122,三鹿
2771122,三鹿
2968206,江泉
2968206,江泉
2433970,*S
2433970,*S
2468868,计提
2468868,计提
2807955,音飞
2807955,音飞
2080771,华海
2080771,华海
2392585,华神
2392585,华神
2623138,奥马
2623138,奥马
2685346,午间
2685346,午间
2519814,中海
2519814,中海
2903464,宁波
2903464,宁波
2421579,陕西
2421579,陕西
2456906,专访
2456906,专访
2777840,水星
2777840,水星
2136455,*S
2136455,*S
2934709,朗科
2934709,朗科
2051348,新农
2051348,新农
2816000,麦德
2816000,麦德
2199387,华闻
2199387,华闻
2183707,二股
2183707,二股
2466682,顾地
2466682,顾地
2977627,鑫新
2977627,鑫新
2961762,海联
2961762,海联
2568640,赤天
2568640,赤天
2629985,紫光
2629985,紫光
2085498,银鸽
2085498,银鸽
2905134,国联
2905134,国联
3014834,光大
3014834,光大
2609584,*S
2609584,*S
2182957,中科
2182957,中科
2172112,开能
2172112,开能
2182601,腾瑞
2182601,腾瑞
2916316,乐视
2916316,乐视
3016056,恩华
3016056,恩华
2243812,威龙
2243812,威龙
2701057,烽火
2701057,烽火
2504806,迅游
2504806,迅游
2599153,兴业
2599153,兴业
2514568,泛高
2514568,泛高
2911045,国祯
2911045,国祯
2116827,加加
2116827,加加
2760870,天银
2760870,天银
2302184,今日
2302184,今日
2871950,金螳
2871950,金螳
2577858,奥腾
2577858,奥腾
2966733,永新
2966733,永新
2571531,如意
2571531,如意
2247163,Sn
2247163,Sn
2717955,控股
2717955,控股
2330731,ST
2330731,ST
2653476,济邦
2653476,济邦
2219377,湘鄂
2219377,湘鄂
2621855,宝诚
2621855,宝诚
2746722,霍州
2746722,霍州
2421492,由明
2421492,由明
2643589,盛安
2643589,盛安
2077362,公告
2077362,公告
2633130,股东
2633130,股东
2337973,鲁信
2337973,鲁信
2036111,国寿
2036111,国寿
2736467,民丰
2736467,民丰
2589985,*S
2589985,*S
2450198,红日
2450198,红日
2747778,中联
2747778,中联
2948628,惠普
2948628,惠普
2745782,ST
2745782,ST
2459527,邮件
2459527,邮件
2626212,水晶
2626212,水晶
2252700,河南
2252700,河南
2329749,外媒
2329749,外媒
2731975,马拉
2731975,马拉
2538052,茅台
2538052,茅台
2819872,*S
2819872,*S
2824481,元丰
2824481,元丰
2258133,深长
2258133,深长
2109646,中航
2109646,中航
2488839,或影
2488839,或影
2434192,暗流
2434192,暗流
2411059,多年
2411059,多年
2900968,大股
2900968,大股
2421932,苏泊
2421932,苏泊
2458179,李泽
2458179,李泽
2329644,深大
2329644,深大
2737858,远望
2737858,远望
2405486,重庆
2405486,重庆
2633021,力合
2633021,力合
2548861,金瑞
2548861,金瑞
2537077,海航
2537077,海航
2491131,科达
2491131,科达
2081336,鄂武
2081336,鄂武
2625167,控股
2625167,控股
3000126,久邦
3000126,久邦
2303443,天齐
2303443,天齐
2279050,江苏
2279050,江苏
2837635,发动
2837635,发动
2418265,恒源
2418265,恒源
2124215,佳隆
2124215,佳隆
2070492,平庄
2070492,平庄
2725264,运盛
2725264,运盛
2447921,北京
2447921,北京
2391608,收购
2391608,收购
2457038,深振
2457038,深振
2991464,东方
2991464,东方
2626944,周末
2626944,周末
2466859,汤臣
2466859,汤臣
2905710,丹邦
2905710,丹邦
2768371,中金
2768371,中金
3029331,湖北
3029331,湖北
2732509,爱知
2732509,爱知
2254871,海通
2254871,海通
2995737,北汽
2995737,北汽
2512147,成飞
2512147,成飞
2522163,山水
2522163,山水
2209183,鲁银
2209183,鲁银
2998894,AI
2998894,AI
2366083,通化
2366083,通化
2278384,北大
2278384,北大
2693129,老白
2693129,老白
2170916,国轩
2170916,国轩
2777924,罗平
2777924,罗平
2128480,[互
2128480,[互
2360976,安全
2360976,安全
2995484,长安
2995484,长安
2656640,探路
2656640,探路
3016758,齐翔
3016758,齐翔
2799944,恒康
2799944,恒康
2910367,三川
2910367,三川
2475808,天音
2475808,天音
2434243,聚焦
2434243,聚焦
2308267,万力
2308267,万力
2700576,飞利
2700576,飞利
2896205,*S
2896205,*S
2514480,抚顺
2514480,抚顺
2901882,秋林
2901882,秋林
2286539,四环
2286539,四环
2784911,广州
2784911,广州
2856209,华融
2856209,华融
2217439,茅台
2217439,茅台
2620077,长园
2620077,长园
2807439,惠普
2807439,惠普
2232276,光耀
2232276,光耀
2062938,智信
2062938,智信
2151228,乐普
2151228,乐普
2465570,鼎立
2465570,鼎立
2165947,ST
2165947,ST
2596683,爱建
2596683,爱建
2902800,江山
2902800,江山
2506921,午间
2506921,午间
2833025,紫光
2833025,紫光
2830321,*S
2830321,*S
3007716,阿里
3007716,阿里
2478344,万科
2478344,万科
2317692,大宗
2317692,大宗
2071896,雅致
2071896,雅致
2783798,宝莫
2783798,宝莫
2701438,分化
2701438,分化
2339974,万科
2339974,万科
3022852,行业
3022852,行业
2492725,康菲
2492725,康菲
2304779,鹏起
2304779,鹏起
2324450,中青
2324450,中青
2578523,德建
2578523,德建
2197207,鸿博
2197207,鸿博
2533298,宝钢
2533298,宝钢
2151762,电联
2151762,电联
2877495,李宁
2877495,李宁
2993519,AI
2993519,AI
2980390,通用
2980390,通用
2994551,上海
2994551,上海
2246791,乐普
2246791,乐普
2314470,广汇
2314470,广汇
2972001,汇源
2972001,汇源
2540166,老凤
2540166,老凤
2276462,全柴
2276462,全柴
2628352,德豪
2628352,德豪
2565491,旭飞
2565491,旭飞
2975716,华谊
2975716,华谊
2611620,重整
2611620,重整
2769347,中国
2769347,中国
2108995,高奇
2108995,高奇
2051936,獐子
2051936,獐子
2142976,苏宁
2142976,苏宁
2121718,鑫源
2121718,鑫源
2280251,杭州
2280251,杭州
2292417,上海
2292417,上海
2509562,九鼎
2509562,九鼎
2083547,腾信
2083547,腾信
2163521,保监
2163521,保监
2693544,赞宇
2693544,赞宇
2786953,蒙草
2786953,蒙草
2746167,宁波
2746167,宁波
2576139,海鸥
2576139,海鸥
2745656,中铁
2745656,中铁
3001664,康泰
3001664,康泰
2042501,广发
2042501,广发
2428984,东北
2428984,东北
2651525,*S
2651525,*S
2123206,肯德
2123206,肯德
2062323,东方
2062323,东方
2893930,金冠
2893930,金冠
2294714,汇丰
2294714,汇丰
2171948,中科
2171948,中科
2162482,德美
2162482,德美
2624389,飞力
2624389,飞力
2951254,汉商
2951254,汉商
2298508,乐视
2298508,乐视
2519228,长春
2519228,长春
2181786,百视
2181786,百视
2858439,金地
2858439,金地
2285078,博盛
2285078,博盛
2479036,中百
2479036,中百
2761703,荃银
2761703,荃银
2319988,苹果
2319988,苹果
2414302,通用
2414302,通用
2646862,嘉麟
2646862,嘉麟
2501140,量子
2501140,量子
2134769,浏阳
2134769,浏阳
2483695,[公
2483695,[公
2059011,因个
2059011,因个
2609975,奥马
2609975,奥马
2674289,万福
2674289,万福
2242540,利乐
2242540,利乐
2684688,德奥
2684688,德奥
2468503,中发
2468503,中发
3015327,曲江
3015327,曲江
2581471,同方
2581471,同方
2473006,梅花
2473006,梅花
3000726,九洲
3000726,九洲
2349655,兆日
2349655,兆日
2160609,ST
2160609,ST
2588464,华锐
2588464,华锐
2353072,摩根
2353072,摩根
2650571,【今
2650571,【今
2831622,中原
2831622,中原
2194691,远光
2194691,远光
2314381,棕榈
2314381,棕榈
2734507,南方
2734507,南方
2502652,华江
2502652,华江
2666258,渤海
2666258,渤海
2067295,资产
2067295,资产
2060934,特尔
2060934,特尔
2590462,因意
2590462,因意
2273523,海航
2273523,海航
2584973,人人
2584973,人人
2116728,19
2116728,19
2901527,六结
2901527,六结
2102717,格力
2102717,格力
2558901,捷成
2558901,捷成
2161538,凡客
2161538,凡客
2248269,实控
2248269,实控
2441822,雄韬
2441822,雄韬
2371073,莎普
2371073,莎普
2143162,*S
2143162,*S
2772755,仙宜
2772755,仙宜
2379177,太原
2379177,太原
2627833,重组
2627833,重组
2354040,*S
2354040,*S
2045310,贝因
2045310,贝因
2640795,中发
2640795,中发
2221799,深国
2221799,深国
2462951,晨鑫
2462951,晨鑫
2833800,资金
2833800,资金
2672318,联化
2672318,联化
2498124,福瑞
2498124,福瑞
2513468,康拓
2513468,康拓
2219951,苹果
2219951,苹果
2916342,中福
2916342,中福
2163168,华峰
2163168,华峰
2855624,不合
2855624,不合
2383170,大商
2383170,大商
2450414,鼎泰
2450414,鼎泰
2732631,渤海
2732631,渤海
2385253,南京
2385253,南京
3002576,东方
3002576,东方
2462943,铁总
2462943,铁总
2545165,凤凰
2545165,凤凰
2351036,闽商
2351036,闽商
2609369,棕榈
2609369,棕榈
2377559,*S
2377559,*S
2476032,华帝
2476032,华帝
2604323,金戈
2604323,金戈
2218155,*S
2218155,*S
2509609,扬农
2509609,扬农
2998181,龙星
2998181,龙星
2812537,龙源
2812537,龙源
2673684,华录
2673684,华录
2369863,生益
2369863,生益
2788800,百大
2788800,百大
2970920,南纺
2970920,南纺
2753776,2月
2753776,2月
2784176,泓坤
2784176,泓坤
2722915,中汇
2722915,中汇
2684354,子公
2684354,子公
2414360,金山
2414360,金山
2380131,燃控
2380131,燃控
2272635,万科
2272635,万科
2285016,麦当
2285016,麦当
2083931,禾盛
2083931,禾盛
2308004,万科
2308004,万科
2126649,华星
2126649,华星
2281219,星光
2281219,星光
2971076,eB
2971076,eB
2159433,无锡
2159433,无锡
3016444,无锡
3016444,无锡
2296426,天目
2296426,天目
2657273,万润
2657273,万润
2706438,奔驰
2706438,奔驰
2930380,合金
2930380,合金
2254683,山大
2254683,山大
2156952,金浩
2156952,金浩
2448868,大商
2448868,大商
2128507,威华
2128507,威华
2603042,康得
2603042,康得
2525307,神开
2525307,神开
2901585,百事
2901585,百事
2241481,川化
2241481,川化
2859065,德棉
2859065,德棉
2241215,长江
2241215,长江
2135527,汇源
2135527,汇源
2617458,中航
2617458,中航
2217143,信玻
2217143,信玻
2514794,三元
2514794,三元
2911297,沃尔
2911297,沃尔
2780195,屈臣
2780195,屈臣
2701470,雏鹰
2701470,雏鹰
2390861,网动
2390861,网动
2996956,同力
2996956,同力
2159353,中航
2159353,中航
2073391,高盛
2073391,高盛
2261596,塑化
2261596,塑化
2181663,当代
2181663,当代
2877642,中航
2877642,中航
2726539,东方
2726539,东方
2891397,聚力
2891397,聚力
2938508,乐凯
2938508,乐凯
2159398,大股
2159398,大股
2627650,天鸿
2627650,天鸿
2093202,恒大
2093202,恒大
2951227,万福
2951227,万福
2473764,真功
2473764,真功
2249750,北大
2249750,北大
2051958,西南
2051958,西南
2121288,太钢
2121288,太钢
2338331,襄阳
2338331,襄阳
2769590,中植
2769590,中植
2474780,紫光
2474780,紫光
2346717,聚美
2346717,聚美
2384862,退市
2384862,退市
2939950,博元
2939950,博元
2772203,中国
2772203,中国
2073785,万力
2073785,万力
2392536,东阳
2392536,东阳
2726420,富士
2726420,富士
2087193,ST
2087193,ST
2640538,佳创
2640538,佳创
2167344,丽江
2167344,丽江
2910221,华芯
2910221,华芯
2874343,ST
2874343,ST
2529335,东方
2529335,东方
2265485,宏涛
2265485,宏涛
3006897,马拉
3006897,马拉
2459532,*S
2459532,*S
2880817,宏达
2880817,宏达
3030998,新西
3030998,新西
2302512,新世
2302512,新世
2507573,美邦
2507573,美邦
2703259,日科
2703259,日科
2471497,福安
2471497,福安
2537661,荣科
2537661,荣科
2428723,国开
2428723,国开
2111417,中山
2111417,中山
2554171,新能
2554171,新能
2803642,通化
2803642,通化
2753466,中科
2753466,中科
2684842,美银
2684842,美银
2793930,生益
2793930,生益
2090455,6月
2090455,6月
2129570,华丽
2129570,华丽
2762152,传戴
2762152,传戴
2523553,兰太
2523553,兰太
2368875,龙的
2368875,龙的
2630352,众信
2630352,众信
3015699,风神
3015699,风神
2817594,龙生
2817594,龙生
2877077,郑煤
2877077,郑煤
2457565,纵横
2457565,纵横
2737545,上市
2737545,上市
2461075,沃特
2461075,沃特
2127441,签署
2127441,签署
2484027,重庆
2484027,重庆
2920809,万科
2920809,万科
2074768,成都
2074768,成都
3016094,海螺
3016094,海螺
2992391,视觉
2992391,视觉
2314969,为新
2314969,为新
2069222,万福
2069222,万福
2810837,达美
2810837,达美
2368818,“美
2368818,“美
2461316,天信
2461316,天信
2866531,嘉寓
2866531,嘉寓
2944882,ST
2944882,ST
2455107,省工
2455107,省工
2370016,开年
2370016,开年
2881362,天弘
2881362,天弘
2858326,博时
2858326,博时
3005054,依云
3005054,依云
2181863,合众
2181863,合众
2368367,道琼
2368367,道琼
2715583,6日
2715583,6日
2036804,龙蟒
2036804,龙蟒
2044357,华海
2044357,华海
2197358,亿晶
2197358,亿晶
2106445,上海
2106445,上海
2834563,京东
2834563,京东
3020328,民生
3020328,民生
2191644,*S
2191644,*S
2487313,华友
2487313,华友
2703503,控股
2703503,控股
2287565,信邦
2287565,信邦
2290842,厦工
2290842,厦工
2922415,南京
2922415,南京
2361247,麦捷
2361247,麦捷
2608883,昂立
2608883,昂立
2360644,兰州
2360644,兰州
2120016,易明
2120016,易明
2384715,#公
2384715,#公
2592823,世纪
2592823,世纪
2921556,万科
2921556,万科
2043097,湘鄂
2043097,湘鄂
2062445,栋梁
2062445,栋梁
2218129,巨龙
2218129,巨龙
2481301,先河
2481301,先河
2104042,投资
2104042,投资
2587681,中交
2587681,中交
2217678,*S
2217678,*S
2360662,指盟
2360662,指盟
2102193,苏州
2102193,苏州
2804551,和顺
2804551,和顺
2307145,富安
2307145,富安
2567416,河北
2567416,河北
2970713,银禧
2970713,银禧
2118717,宏磊
2118717,宏磊
2059461,太平
2059461,太平
2920559,兴源
2920559,兴源
2571107,东吴
2571107,东吴
2480128,20
2480128,20
2130983,隆华
2130983,隆华
2042902,双箭
2042902,双箭
2251130,*S
2251130,*S
2189359,一汽
2189359,一汽
2938005,岳阳
2938005,岳阳
2128761,中安
2128761,中安
2551834,皇台
2551834,皇台
2397890,梅雁
2397890,梅雁
2681527,中恒
2681527,中恒
3008597,万科
3008597,万科
3012808,利君
3012808,利君
2524683,被动
2524683,被动
2727844,ID
2727844,ID
3018025,全聚
3018025,全聚
2051931,温州
2051931,温州
2866703,深纺
2866703,深纺
2641479,华锐
2641479,华锐
2330244,合金
2330244,合金
2972826,僵持
2972826,僵持
2489874,山东
2489874,山东
2796964,S*
2796964,S*
2580504,顺泰
2580504,顺泰
2511138,科迪
2511138,科迪
2891156,金一
2891156,金一
2844298,FB
2844298,FB
2983400,交大
2983400,交大
2454566,新大
2454566,新大
2752822,神开
2752822,神开
2346256,陌陌
2346256,陌陌
2437439,海翔
2437439,海翔
